1,2,3,4,5,6,7,8,9,10
2.899923738,2.90559753,2.867780984,2.903252013,2.936272698,2.936796836,2.900147865,2.905980955,2.867881079,2.904583527
2.890494902,2.890533539,2.850920914,2.901622369,2.914652711,2.897835939,2.896334853,2.898857999,2.857999059,2.907684018
2.897653959,2.902769632,2.860899316,2.911371782,2.92913001,2.91293581,2.898963484,2.903238313,2.862091938,2.912595017
2.900828474,2.90478686,2.869681731,2.907258529,2.93208672,2.920861999,2.901004469,2.905120691,2.869803162,2.908244945
2.903268964,2.903981062,2.850034202,2.910972576,2.929033984,2.934126568,2.905992779,2.907164071,2.854367669,2.913669733
2.882911779,2.882759042,2.840688471,2.891431112,2.90156267,2.89528348,2.892431019,2.893948192,2.8484367,2.901034849
2.889868257,2.890867991,2.851304467,2.902818508,2.915176323,2.897810584,2.895923886,2.899034418,2.85809601,2.908767548
2.888164326,2.885836292,2.849603848,2.89939291,2.908190564,2.885463292,2.895710858,2.894602104,2.856611425,2.907074557
2.897497681,2.903163544,2.861883682,2.913312289,2.929687257,2.918231005,2.899104507,2.903792767,2.863041756,2.914528613
2.903513311,2.902691869,2.863057246,2.911358092,2.927992311,2.902445436,2.90398136,2.903174881,2.864506661,2.912646467
2.898573767,2.900399251,2.865342111,2.914590915,2.928900352,2.909507041,2.901841097,2.901338675,2.866557498,2.917657019
2.901246334,2.90294477,2.848167155,2.915823558,2.928274682,2.923313783,2.903941865,2.905953951,2.852928096,2.918536475
2.884292344,2.884671962,2.842787411,2.892912843,2.90363706,2.888056892,2.893189088,2.895107504,2.850016871,2.901907228
2.902901512,2.901905463,2.849138071,2.914784599,2.928520799,2.932921942,2.905529955,2.90480452,2.853655941,2.917448338
2.902953554,2.902888732,2.846830589,2.916125402,2.928700888,2.92418927,2.905783025,2.906078214,2.851877649,2.91899426
2.900607457,2.905407764,2.870190965,2.912651864,2.941540986,2.951621631,2.900729955,2.905588706,2.870287216,2.913478406
2.890881767,2.890631615,2.851049869,2.902013531,2.914771284,2.897655113,2.896705421,2.898927903,2.858100665,2.908057588
2.889647986,2.884502594,2.850386173,2.899057931,2.912549816,2.893160603,2.896081452,2.892636991,2.85802625,2.905569209
2.902129402,2.902869145,2.846926105,2.916025997,2.928628042,2.92315923,2.905005711,2.90610688,2.852061065,2.918934453
2.897987635,2.903122693,2.864805672,2.922755526,2.928447398,2.911206801,2.901383654,2.904019586,2.865911967,2.925029416
2.899364512,2.905573067,2.867437706,2.902087741,2.934329547,2.935498097,2.899594566,2.905900631,2.867531658,2.903788062
2.899788384,2.905991858,2.868086215,2.904192582,2.936915235,2.936297573,2.900009737,2.906380647,2.868187694,2.905500391
2.901022951,2.903042235,2.869976457,2.905176251,2.931243374,2.914974369,2.90121185,2.903364563,2.870121935,2.90632113
2.902725681,2.900418286,2.8493828,2.91383073,2.929391439,2.934097161,2.905312451,2.903307198,2.853818139,2.916471531
2.904483997,2.901677265,2.862286229,2.911646003,2.931244737,2.901532089,2.904985794,2.902213962,2.86392139,2.913098653
2.899053477,2.904179482,2.862843621,2.913567222,2.931895668,2.921703264,2.900891304,2.904802194,2.863964536,2.914766657
2.89911388,2.905963976,2.867592224,2.903197771,2.931869114,2.935766099,2.899327321,2.906273312,2.867686087,2.904779391
2.902259656,2.902543818,2.869637864,2.910159358,2.939626952,2.922832981,2.902455549,2.902831015,2.869781198,2.911103197
2.898256077,2.902712405,2.864638524,2.921338623,2.928197672,2.91084469,2.901640466,2.903612526,2.865741391,2.923685432
2.904193141,2.900680189,2.861528592,2.913306452,2.93168581,2.90546595,2.904709471,2.901236029,2.863246489,2.914766486
2.898988118,2.905807591,2.867490345,2.903439471,2.932506806,2.93580971,2.899202728,2.906108762,2.867590918,2.90494767
2.900694213,2.905318395,2.868676137,2.906664677,2.935375583,2.93192208,2.900922397,2.905697826,2.868777802,2.90770413
2.900743223,2.904428308,2.869866096,2.906736334,2.932085835,2.919013484,2.900925358,2.904766727,2.869992146,2.907764078
2.888471326,2.885090637,2.850104434,2.898652704,2.908925806,2.885772016,2.896146078,2.894003827,2.857190908,2.906468411
2.902176569,2.902800799,2.846819351,2.915962748,2.928566875,2.922537082,2.905067827,2.906055999,2.851980372,2.918886917
2.898050716,2.901768453,2.852039997,2.910234981,2.928635303,2.930935343,2.901411367,2.905590801,2.857714176,2.914536514
2.903044365,2.900901085,2.849575767,2.913488602,2.930215258,2.934048214,2.905632367,2.903800076,2.854003329,2.916132218
2.899402566,2.90326782,2.845289012,2.915801886,2.928027852,2.920969563,2.902400494,2.906681752,2.850713276,2.918852383
2.893051649,2.901729607,2.860866732,2.911305285,2.930556387,2.910673556,2.894109809,2.902183569,2.862074305,2.912516569
2.890073202,2.889338533,2.850227645,2.899807558,2.913000978,2.896042382,2.896208128,2.897879998,2.857646926,2.906101138
2.883160107,2.883525844,2.841399512,2.891239585,2.902261589,2.895811306,2.892494839,2.894489659,2.848993036,2.900668813
2.882697947,2.88262935,2.840544666,2.891444153,2.901407968,2.894925486,2.892316393,2.893935805,2.84837439,2.901148612
2.9000819,2.902327547,2.862302185,2.914110592,2.933951547,2.908139811,2.902147638,2.902911159,2.863302554,2.915825728
2.899125483,2.90542358,2.84774023,2.917544136,2.928861029,2.917790155,2.902106216,2.909201711,2.851571655,2.920259263
2.900777287,2.899964265,2.857441325,2.909039859,2.930745655,2.934574421,2.90436674,2.905764022,2.863954764,2.913351245
2.884294146,2.885206702,2.843043543,2.893729042,2.903829021,2.88966121,2.892996726,2.895412887,2.850113618,2.902543223
2.891495601,2.890661837,2.85106281,2.902190788,2.914783509,2.898002798,2.897311926,2.898950167,2.858086228,2.908214895
2.89977102,2.90578342,2.868061972,2.903359713,2.93754603,2.936849717,2.899991787,2.906173892,2.868163211,2.904707777
2.905034213,2.901466276,2.86202346,2.911876833,2.931231672,2.901808407,2.905535671,2.902007604,2.863673902,2.913342965
2.877325609,2.898538532,2.835160169,2.887661651,2.897476884,2.88579876,2.887634844,2.902829609,2.844113167,2.898871867
2.900503254,2.897762118,2.856998168,2.910222673,2.930432746,2.934028746,2.904047976,2.903922184,2.863713605,2.914479985
2.902404991,2.903972003,2.871251297,2.910687769,2.935461485,2.924828188,2.902554278,2.904150993,2.87134499,2.911463921
2.890165204,2.890124644,2.84966517,2.900062058,2.912980697,2.896218915,2.896265951,2.898630015,2.857053557,2.90636372
2.889414013,2.884057307,2.852691663,2.899789223,2.912171834,2.89322153,2.895941473,2.892273438,2.860166564,2.906385125
2.900621473,2.904420946,2.869440817,2.907399876,2.93212321,2.920599924,2.900792225,2.904750292,2.869557821,2.908348603
2.89983708,2.90568915,2.867748452,2.90360378,2.935614207,2.937047898,2.900060282,2.906070808,2.867848099,2.90493201
2.899471725,2.905576007,2.86733845,2.902705851,2.93337285,2.93573345,2.899705347,2.905910899,2.867434362,2.904437699
2.899195519,2.905600621,2.867288257,2.901984202,2.932708984,2.935753871,2.899419243,2.905919685,2.867383607,2.90364205
2.904169616,2.901753913,2.849406186,2.912787497,2.92950641,2.933753553,2.906764657,2.904656764,2.853799785,2.915428517
2.899309335,2.905701614,2.867315926,2.901123504,2.93342639,2.935763466,2.89954779,2.906044413,2.867414188,2.90286808
2.901374122,2.90434543,2.869981612,2.907338268,2.931259447,2.917823969,2.901556404,2.904700139,2.870119408,2.908444628
2.899382577,2.905648712,2.867331295,2.902494757,2.933063054,2.935861928,2.899616773,2.905984742,2.867427598,2.904230201
2.887567667,2.88604907,2.849526172,2.899499501,2.908470709,2.885678992,2.895069006,2.894756005,2.856483528,2.907122462
2.901042232,2.905873249,2.866783878,2.902071793,2.933026502,2.936137812,2.901272014,2.906232421,2.866879909,2.90360512
2.899729398,2.905097124,2.867178324,2.90477703,2.933671648,2.936527869,2.899949339,2.905464791,2.867273991,2.906156489
2.90091778,2.905126534,2.869027793,2.909667161,2.935357156,2.927844756,2.901121746,2.905500664,2.869130675,2.910602908
2.904196628,2.902679022,2.849261506,2.912565782,2.925208782,2.934236309,2.906773953,2.905621486,2.853626864,2.915193161
2.900810764,2.901989535,2.868955207,2.909780921,2.939652694,2.921827382,2.900977508,2.902257203,2.869090877,2.910730781
2.89921548,2.903601775,2.86215129,2.913188962,2.929198937,2.917105296,2.900751791,2.904229744,2.863314714,2.914412724
2.89900471,2.905785124,2.867573092,2.903465742,2.932471341,2.935812672,2.899218954,2.906085797,2.867674134,2.904971251
2.884515518,2.885095919,2.84333761,2.893832478,2.903836755,2.889647483,2.893110608,2.895178125,2.850319961,2.90254143
2.890107659,2.884911152,2.851547588,2.898889867,2.912758253,2.891332314,2.896691056,2.893107066,2.858902861,2.905546743
2.90112702,2.903197056,2.843870393,2.916163533,2.927922489,2.920777989,2.904164789,2.906692988,2.849416392,2.919275554
2.900679333,2.900679333,2.854853085,2.912087122,2.927869095,2.932315155,2.903917779,2.904309694,2.859687285,2.915456235
2.900798867,2.90591117,2.866754306,2.901315716,2.934146807,2.936101842,2.901028579,2.906268299,2.866850776,2.902854282
2.889733469,2.883805511,2.851553949,2.899617013,2.912209861,2.893363938,2.896221358,2.891988321,2.859069166,2.90617753
2.901322853,2.904267423,2.869773889,2.906310594,2.932330978,2.917888563,2.901499635,2.904610117,2.869903629,2.907369285
2.892496029,2.890586816,2.851113835,2.902128009,2.914537894,2.897889556,2.898337497,2.898853743,2.858109859,2.908138541
2.880448165,2.882369621,2.836310656,2.890074097,2.900147747,2.889794274,2.89008618,2.894517518,2.844664479,2.900544024
2.899426981,2.904953621,2.866823353,2.904101548,2.931095695,2.93636198,2.899643178,2.90531336,2.866917233,2.905485945
2.90157317,2.902651486,2.848747395,2.914430919,2.928097405,2.931015891,2.904206274,2.905546166,2.853317268,2.917121514
2.889742022,2.884911669,2.848558105,2.899047894,2.911387044,2.890428803,2.896553384,2.893222724,2.855821191,2.905944089
2.899312063,2.90579822,2.867625442,2.903336053,2.932477822,2.935702526,2.899523916,2.906103157,2.867718063,2.904891582
2.906675867,2.900997642,2.858303145,2.920332356,2.936720143,2.933054453,2.906871177,2.901675031,2.860660885,2.921676283
2.90067413,2.899501485,2.857333161,2.909595616,2.930787661,2.935375049,2.904245884,2.905442034,2.864086317,2.91388276
2.902738209,2.902622114,2.849009596,2.914835273,2.928209379,2.932853166,2.905371104,2.90549004,2.853537173,2.917505105
2.897384546,2.904823212,2.862885344,2.915575901,2.926519324,2.910259161,2.899418141,2.905409026,2.863806982,2.917371963
2.889511387,2.889094536,2.849608264,2.898473698,2.913292774,2.895284783,2.895766228,2.897692952,2.857146029,2.904864785
2.889424947,2.888657648,2.849830248,2.897308149,2.913190174,2.894407131,2.895732021,2.897317532,2.857429165,2.903715842
2.900235613,2.902937595,2.84830952,2.915018458,2.928324219,2.926691021,2.902900489,2.905897649,2.85298892,2.917727727
2.89140509,2.890174143,2.851888056,2.901379385,2.915616741,2.899976467,2.897390388,2.898339579,2.858533291,2.907253397
2.901097719,2.902991951,2.870158601,2.904932954,2.931007872,2.913796087,2.901288705,2.903318993,2.870306411,2.906097682
2.890832286,2.889472582,2.851557045,2.902803196,2.915555017,2.898466842,2.896878353,2.897745803,2.858299583,2.908715392
2.900904612,2.904615254,2.86932329,2.907410495,2.932763823,2.918885696,2.901073195,2.904937756,2.869431739,2.908292002
2.886029302,2.884799909,2.843735195,2.894065332,2.905339762,2.888533065,2.894484623,2.894703626,2.850590033,2.902617318
2.899931999,2.900941391,2.849887373,2.910472183,2.927376854,2.934655106,2.902783057,2.904231009,2.854175758,2.913160244
2.89163576,2.890315034,2.852031942,2.900566385,2.915435786,2.900189035,2.897578012,2.898422497,2.858629165,2.906416738
2.900782014,2.90466912,2.869307931,2.907358932,2.932748135,2.918364201,2.900950395,2.90499255,2.869416732,2.908243276
2.888178201,2.885599711,2.849372567,2.899544082,2.908100564,2.885946075,2.895704928,2.89434694,2.856365898,2.907206688
2.899861265,2.903253498,2.845723986,2.915133239,2.928549869,2.92036697,2.902828247,2.906629331,2.851089821,2.918164945
2.90008443,2.894620776,2.856357192,2.909580568,2.930463069,2.930346055,2.903615956,2.901624703,2.864159229,2.913752803
2.900024782,2.905577814,2.866901638,2.902778351,2.932000606,2.936165379,2.900243549,2.905938947,2.866994395,2.90427973
2.906620999,2.901621484,2.861513435,2.911956303,2.928745719,2.897218927,2.907117645,2.902073527,2.862855225,2.91313882
2.902222395,2.902416604,2.871051899,2.908242864,2.938636525,2.91484596,2.902357159,2.902616552,2.871140357,2.909169163
2.890595511,2.890537441,2.850894767,2.901551445,2.914491449,2.898009156,2.896445927,2.898878349,2.857986915,2.907624796
2.900794294,2.902611788,2.870216184,2.903127564,2.930979433,2.915555294,2.900993829,2.902923888,2.870370528,2.904304418
2.886381092,2.884984639,2.844094749,2.895516222,2.904927734,2.889173998,2.894591122,2.894595716,2.85074736,2.903854196
2.903788892,2.901694213,2.849529936,2.912618079,2.929476871,2.934004081,2.906379403,2.904603542,2.853932292,2.915263194
2.900608583,2.898296177,2.8527628,2.909868718,2.926465487,2.932057306,2.903459223,2.901814937,2.857267684,2.912562907
2.899537628,2.9022263,2.857068608,2.908972967,2.927993571,2.932461364,2.902804864,2.906002618,2.86211017,2.913254759
2.901679733,2.902714605,2.847766673,2.915843757,2.928524049,2.92194077,2.904421366,2.905784056,2.852623611,2.918607565
2.903565812,2.902418292,2.862425092,2.91198096,2.928471248,2.904458328,2.904046084,2.902916515,2.863873806,2.913309448
2.888441535,2.883243413,2.845290366,2.896731528,2.906493198,2.884782597,2.896261746,2.892339184,2.852165957,2.904763072
2.904082394,2.900504883,2.861605748,2.912900203,2.931442795,2.902520382,2.904593623,2.901055534,2.863305994,2.914348108
2.900647493,2.905938641,2.866781906,2.901320096,2.934210408,2.936071278,2.900878407,2.906295004,2.866878212,2.902855134
2.88708989,2.885272535,2.845579833,2.897071579,2.906915589,2.88805364,2.895035295,2.894434776,2.852556066,2.905238309
2.900100203,2.905049075,2.869058672,2.90848111,2.936427681,2.927296016,2.900279678,2.905422372,2.869162566,2.909397727
2.900030077,2.904181392,2.869263353,2.908332707,2.935841041,2.919032133,2.900198075,2.904511464,2.869369119,2.909207338
2.899479993,2.902434578,2.857815329,2.9086342,2.927683765,2.93347275,2.902753705,2.906214709,2.862818274,2.912915626
2.901275256,2.904414073,2.869931933,2.905938641,2.931071592,2.915781072,2.901462631,2.904772439,2.870074602,2.907067805
2.889347994,2.888971221,2.849724014,2.897689334,2.91325216,2.894999592,2.895628707,2.897602186,2.85729262,2.904083912
2.90152166,2.902965451,2.848610293,2.914018731,2.928397464,2.930492143,2.904172997,2.905883971,2.853223409,2.916728814
2.889823371,2.888993403,2.850230854,2.900110867,2.912949745,2.895592156,2.895981905,2.897561127,2.857681176,2.906422217
2.889360644,2.890557036,2.851307962,2.902474584,2.915004238,2.897855954,2.895405321,2.898731009,2.858112368,2.908424869
2.9019832,2.904012791,2.869965373,2.91163411,2.937521746,2.94795964,2.902121476,2.904198147,2.870058078,2.912435877
2.902691227,2.90406586,2.871036474,2.911015396,2.934995112,2.92449444,2.902841817,2.904246638,2.871131932,2.911801065
2.9028808,2.901017768,2.849197861,2.914461503,2.929181761,2.933574838,2.905490734,2.903927718,2.853683866,2.917109316
2.888325546,2.885200491,2.849362364,2.90000075,2.90916341,2.884375477,2.895706489,2.893744819,2.856208593,2.907473573
2.899828338,2.900722409,2.859595165,2.912106907,2.937260091,2.925398755,2.900308979,2.901340321,2.861586627,2.913729594
2.899489893,2.903267941,2.845150616,2.916020607,2.927677779,2.918941922,2.902495882,2.906691677,2.850589544,2.919076776
2.903881125,2.902352048,2.862213776,2.915212678,2.938558408,2.911362681,2.905706463,2.902952146,2.863246942,2.916765185
2.898802991,2.903315762,2.843000558,2.917738637,2.928533305,2.919462785,2.901711803,2.906896495,2.848572559,2.92078356
2.899195009,2.905708544,2.867532801,2.902057459,2.932210552,2.935803219,2.899416262,2.906024385,2.867629449,2.903696287
2.899954884,2.905381357,2.867446174,2.904742211,2.933566434,2.936787227,2.900174145,2.905751922,2.867542607,2.906118508
2.878825767,2.880777012,2.835633151,2.889074541,2.89934226,2.889093485,2.888586321,2.893075617,2.844109406,2.899695507
2.899513378,2.89484836,2.851990734,2.90889683,2.931661049,2.930503697,2.903147022,2.902639825,2.860678088,2.913045707
2.902557419,2.90414484,2.870015289,2.911580654,2.937480679,2.948759723,2.902690147,2.904331418,2.870108734,2.912389229
2.888602679,2.885287047,2.847599799,2.89794193,2.908879554,2.887559113,2.896336261,2.894262828,2.854463351,2.905811086
2.899596411,2.905209876,2.867125422,2.904314625,2.931498795,2.936374283,2.89981645,2.905575612,2.867219873,2.905697163
2.891827386,2.89085522,2.852271835,2.900166606,2.915498284,2.900362823,2.89772684,2.898909978,2.858821799,2.905979818
2.899339422,2.905798787,2.867214851,2.901072685,2.934026208,2.935985548,2.899579876,2.906143822,2.867313614,2.902831294
2.899672609,2.903101677,2.849539946,2.914769818,2.928377477,2.917004143,2.902548777,2.906749516,2.853420186,2.917586632
2.905295003,2.901120934,2.861770519,2.911538269,2.928841036,2.902405263,2.905778207,2.90155574,2.863053856,2.912674879
2.899925749,2.905375844,2.86740018,2.904188323,2.934576355,2.936701392,2.900144509,2.905745464,2.867496512,2.905581952
2.900757818,2.902475731,2.870174114,2.904508193,2.930591446,2.916364217,2.900954407,2.902786519,2.870326409,2.905690041
2.899266107,2.905782888,2.867156936,2.901974239,2.93392157,2.936003919,2.899506676,2.906128667,2.867255653,2.903672641
2.902411209,2.904188513,2.871308392,2.910631239,2.938660802,2.923886963,2.902559366,2.904367191,2.871401448,2.911401599
2.900420757,2.905223341,2.868601867,2.902191622,2.942779832,2.932253814,2.900644921,2.905601883,2.868700693,2.903387875
2.900419447,2.900767888,2.856930295,2.909168131,2.930686692,2.9344442,2.904002361,2.906652265,2.863451866,2.913463472
2.9003672,2.895200066,2.856396966,2.909772646,2.929972262,2.930621535,2.903897417,2.902184107,2.86421312,2.91394886
2.877897428,2.899624428,2.834799609,2.888543262,2.897843526,2.886742573,2.888086178,2.903982008,2.843648241,2.89962586
2.899584909,2.903707482,2.844773117,2.916401037,2.928202077,2.921146953,2.902616362,2.907156301,2.850255857,2.919474293
2.900522417,2.904282098,2.869460289,2.907379359,2.932050029,2.920323404,2.900693337,2.904611756,2.869577702,2.908331548
2.889527844,2.88885991,2.850458967,2.897733899,2.913255429,2.893196184,2.895888834,2.8975711,2.858007877,2.904191529
2.876447637,2.900678463,2.834468247,2.897903309,2.896453601,2.884234637,2.887088559,2.904989378,2.843702153,2.903400286
2.901670666,2.903281347,2.870012441,2.915666933,2.933439972,2.949768951,2.901781014,2.903448101,2.870128037,2.916479795
2.900624913,2.904604804,2.869361821,2.907554811,2.932341852,2.920332356,2.900793175,2.904930627,2.869476509,2.908489823
